"Date","Price","Open","High","Low","Change %"
"2021-11-05 13:26:00","1.15522","1.155295","1.15536","1.155175","243"
"2021-11-05 13:27:00","1.15521","1.15522","1.15523","1.155155","228"
"2021-11-05 13:28:00","1.15513","1.15521","1.15521","1.15509","225"
"2021-11-05 13:29:00","1.155135","1.15513","1.15515","1.155105","235"
"2021-11-05 13:30:00","1.155105","1.155125","1.15518","1.15509","249"
"2021-11-05 13:31:00","1.15513","1.15511","1.15515","1.155075","258"
"2021-11-05 13:32:00","1.1552","1.155135","1.15523","1.15512","229"
"2021-11-05 13:33:00","1.155225","1.1552","1.155265","1.155185","221"
"2021-11-05 13:34:00","1.15529","1.15523","1.1553","1.15522","227"
"2021-11-05 13:35:00","1.155215","1.15529","1.15532","1.15517","248"
"2021-11-05 13:36:00","1.15528","1.15521","1.155295","1.155185","244"
"2021-11-05 13:37:00","1.15546","1.15527","1.15549","1.155245","230"
"2021-11-05 13:38:00","1.155405","1.155455","1.155485","1.155405","237"
"2021-11-05 13:39:00","1.155495","1.155415","1.155495","1.1554","252"
"2021-11-05 13:40:00","1.15556","1.15547","1.155605","1.155445","287"
"2021-11-05 13:41:00","1.15561","1.155585","1.155625","1.155545","261"
"2021-11-05 13:42:00","1.15568","1.1556","1.155685","1.155575","292"
"2021-11-05 13:43:00","1.155625","1.155685","1.155695","1.15555","307"
"2021-11-05 13:44:00","1.15568","1.155635","1.155735","1.15562","228"
"2021-11-05 13:45:00","1.15553","1.155685","1.155695","1.15553","254"
"2021-11-05 13:46:00","1.15558","1.155525","1.15561","1.155525","235"
"2021-11-05 13:47:00","1.155625","1.155575","1.155645","1.155545","229"
"2021-11-05 13:48:00","1.15559","1.15561","1.155635","1.155575","220"
"2021-11-05 13:49:00","1.155645","1.15559","1.15567","1.15559","240"
"2021-11-05 13:50:00","1.155715","1.15565","1.15574","1.155635","244"
"2021-11-05 13:51:00","1.155655","1.15572","1.15572","1.15564","225"
"2021-11-05 13:52:00","1.155575","1.15565","1.155665","1.155555","252"
"2021-11-05 13:53:00","1.15559","1.15557","1.155625","1.15556","227"
"2021-11-05 13:54:00","1.155635","1.155595","1.155675","1.155585","261"
"2021-11-05 13:55:00","1.155585","1.155645","1.15566","1.15554","265"
"2021-11-05 13:56:00","1.15555","1.155585","1.155605","1.155535","259"
"2021-11-05 13:57:00","1.15559","1.155545","1.155615","1.155525","275"
"2021-11-05 13:58:00","1.15555","1.155595","1.155645","1.15554","263"
"2021-11-05 13:59:00","1.155445","1.15554","1.15555","1.155425","255"
"2021-11-05 14:00:00","1.15535","1.155455","1.155515","1.15532","269"
"2021-11-05 14:01:00","1.15533","1.155355","1.155405","1.15529","302"
"2021-11-05 14:02:00","1.15548","1.155315","1.155535","1.155305","225"
"2021-11-05 14:03:00","1.15559","1.15547","1.155625","1.155465","240"
"2021-11-05 14:04:00","1.155565","1.15561","1.15564","1.155455","266"
"2021-11-05 14:05:00","1.155715","1.15556","1.155745","1.155545","255"
"2021-11-05 14:06:00","1.155775","1.155725","1.155805","1.155685","243"
"2021-11-05 14:07:00","1.155725","1.155775","1.1558","1.155665","233"
"2021-11-05 14:08:00","1.155745","1.15573","1.15578","1.155705","244"
"2021-11-05 14:09:00","1.155745","1.155765","1.15582","1.155715","248"
"2021-11-05 14:10:00","1.155695","1.15574","1.155755","1.155685","239"
"2021-11-05 14:11:00","1.15577","1.155695","1.155795","1.15567","237"
"2021-11-05 14:12:00","1.155875","1.155775","1.15588","1.155775","234"
"2021-11-05 14:13:00","1.155915","1.155875","1.155945","1.15584","263"
"2021-11-05 14:14:00","1.15584","1.155905","1.15597","1.1558","288"
"2021-11-05 14:15:00","1.155815","1.155835","1.15596","1.15581","246"
"2021-11-05 14:16:00","1.15592","1.1558","1.15593","1.15578","261"
"2021-11-05 14:17:00","1.156075","1.155925","1.15612","1.155905","281"
"2021-11-05 14:18:00","1.156145","1.15608","1.156255","1.155995","272"
"2021-11-05 14:19:00","1.156025","1.156135","1.15616","1.15599","288"
"2021-11-05 14:20:00","1.15599","1.156015","1.156115","1.15597","257"
"2021-11-05 14:21:00","1.15612","1.155995","1.156145","1.155975","263"
"2021-11-05 14:22:00","1.15619","1.156125","1.156215","1.156085","284"
"2021-11-05 14:23:00","1.156075","1.156185","1.156235","1.15606","272"
"2021-11-05 14:24:00","1.156095","1.15608","1.15611","1.156005","226"
"2021-11-05 14:25:00","1.15616","1.156095","1.15619","1.156065","194"
"2021-11-05 14:26:00","1.15609","1.156165","1.15617","1.156075","211"
"2021-11-05 14:27:00","1.156195","1.15608","1.156215","1.15606","219"
"2021-11-05 14:28:00","1.15618","1.15618","1.15621","1.15614","214"
"2021-11-05 14:29:00","1.156145","1.15618","1.1562","1.15607","228"
"2021-11-05 14:30:00","1.156145","1.15614","1.15616","1.156075","220"
"2021-11-05 14:31:00","1.156145","1.15615","1.15621","1.1561","258"
"2021-11-05 14:32:00","1.15618","1.156135","1.15618","1.15611","222"
"2021-11-05 14:33:00","1.156285","1.15617","1.15632","1.15617","305"
"2021-11-05 14:34:00","1.156285","1.156275","1.15631","1.15625","250"
"2021-11-05 14:35:00","1.15613","1.156275","1.156295","1.156095","255"
"2021-11-05 14:36:00","1.15609","1.15614","1.1562","1.15602","290"
"2021-11-05 14:37:00","1.15616","1.156075","1.156165","1.15605","285"
"2021-11-05 14:38:00","1.156125","1.156155","1.15624","1.156095","237"
"2021-11-05 14:39:00","1.156035","1.156135","1.15617","1.15603","264"
"2021-11-05 14:40:00","1.15599","1.156025","1.156105","1.15596","260"
"2021-11-05 14:41:00","1.155985","1.156005","1.15603","1.15596","264"
"2021-11-05 14:42:00","1.15594","1.155985","1.156","1.155915","240"
"2021-11-05 14:43:00","1.15601","1.15593","1.1561","1.15593","256"
"2021-11-05 14:44:00","1.15603","1.15601","1.156055","1.15597","260"
"2021-11-05 14:45:00","1.156015","1.15602","1.156095","1.156","266"
"2021-11-05 14:46:00","1.156005","1.156025","1.15609","1.15598","250"
"2021-11-05 14:47:00","1.155985","1.15601","1.15604","1.15596","246"
"2021-11-05 14:48:00","1.15601","1.15599","1.156055","1.155975","262"
"2021-11-05 14:49:00","1.156155","1.15602","1.15618","1.156","232"
"2021-11-05 14:50:00","1.15614","1.15615","1.15615","1.156035","277"
"2021-11-05 14:51:00","1.156065","1.15613","1.15613","1.156045","255"
"2021-11-05 14:52:00","1.155965","1.15606","1.15609","1.15594","265"
"2021-11-05 14:53:00","1.15588","1.155965","1.156015","1.155865","264"
"2021-11-05 14:54:00","1.155865","1.155895","1.1559","1.15583","239"
"2021-11-05 14:55:00","1.15588","1.155865","1.155895","1.155825","264"
"2021-11-05 14:56:00","1.15605","1.155885","1.156095","1.155875","258"
"2021-11-05 14:57:00","1.15598","1.15604","1.15605","1.15596","283"
"2021-11-05 14:58:00","1.15623","1.15598","1.15623","1.155965","272"
"2021-11-05 14:59:00","1.15604","1.15623","1.15624","1.156025","269"
"2021-11-05 15:00:00","1.155885","1.15603","1.15614","1.155865","309"
"2021-11-05 15:01:00","1.15588","1.155875","1.15596","1.15585","272"
"2021-11-05 15:02:00","1.15593","1.155875","1.156005","1.155875","277"
"2021-11-05 15:03:00","1.155845","1.155925","1.156","1.155845","297"
"2021-11-05 15:04:00","1.155685","1.155855","1.15588","1.15568","288"
"2021-11-05 15:05:00","1.15572","1.15568","1.15583","1.155565","290"
"2021-11-05 15:06:00","1.155685","1.15571","1.155755","1.155575","283"
"2021-11-05 15:07:00","1.15572","1.15568","1.15579","1.15568","271"
"2021-11-05 15:08:00","1.15597","1.15573","1.155985","1.1557","304"
"2021-11-05 15:09:00","1.15601","1.15596","1.15605","1.155915","284"
"2021-11-05 15:10:00","1.15573","1.155995","1.15603","1.15573","289"
"2021-11-05 15:11:00","1.155625","1.15574","1.15574","1.15557","275"
"2021-11-05 15:12:00","1.155665","1.155635","1.1557","1.15554","301"
"2021-11-05 15:13:00","1.155685","1.15566","1.155715","1.15551","271"
"2021-11-05 15:14:00","1.15562","1.155695","1.155785","1.15557","290"
"2021-11-05 15:15:00","1.155295","1.155625","1.155625","1.15527","342"
"2021-11-05 15:16:00","1.155455","1.155305","1.1555","1.15529","271"
"2021-11-05 15:17:00","1.1556","1.15544","1.155615","1.155415","253"
"2021-11-05 15:18:00","1.155615","1.155595","1.15577","1.155555","276"
"2021-11-05 15:19:00","1.155735","1.155615","1.155775","1.15549","298"
"2021-11-05 15:20:00","1.15557","1.155755","1.15576","1.155515","270"
"2021-11-05 15:21:00","1.155515","1.155565","1.15564","1.155495","257"
"2021-11-05 15:22:00","1.155715","1.155525","1.155715","1.155455","254"
"2021-11-05 15:23:00","1.15575","1.15569","1.155845","1.155675","300"
"2021-11-05 15:24:00","1.155425","1.15574","1.15577","1.155355","283"
"2021-11-05 15:25:00","1.15523","1.15542","1.15553","1.15523","315"
"2021-11-05 15:26:00","1.15522","1.155235","1.155375","1.155115","272"
"2021-11-05 15:27:00","1.155425","1.15523","1.15546","1.155225","252"
"2021-11-05 15:28:00","1.155215","1.155425","1.15557","1.155215","261"
"2021-11-05 15:29:00","1.155525","1.15522","1.15557","1.15521","270"
"2021-11-05 15:30:00","1.15565","1.15552","1.155685","1.15546","283"
"2021-11-05 15:31:00","1.155625","1.155655","1.15578","1.1556","274"
"2021-11-05 15:32:00","1.155735","1.155635","1.155775","1.15559","276"
"2021-11-05 15:33:00","1.15571","1.15574","1.15586","1.1557","292"
"2021-11-05 15:34:00","1.1557","1.155715","1.15582","1.15564","273"
"2021-11-05 15:35:00","1.155855","1.155715","1.1559","1.155695","307"
"2021-11-05 15:36:00","1.15581","1.15586","1.15589","1.15569","285"
"2021-11-05 15:37:00","1.15574","1.155815","1.155905","1.155685","259"
"2021-11-05 15:38:00","1.155745","1.15574","1.15579","1.155695","265"
"2021-11-05 15:39:00","1.15589","1.155755","1.155925","1.15571","266"
"2021-11-05 15:40:00","1.15584","1.15588","1.15596","1.155765","257"
"2021-11-05 15:41:00","1.155965","1.15585","1.155965","1.15584","239"
"2021-11-05 15:42:00","1.15588","1.15597","1.15607","1.15587","278"
"2021-11-05 15:43:00","1.155755","1.15589","1.15592","1.15569","271"
"2021-11-05 15:44:00","1.15545","1.15576","1.15579","1.155365","303"
"2021-11-05 15:45:00","1.155525","1.15544","1.155545","1.15539","318"
"2021-11-05 15:46:00","1.155455","1.155525","1.155615","1.15542","296"
"2021-11-05 15:47:00","1.15524","1.155445","1.155445","1.155215","255"
"2021-11-05 15:48:00","1.15534","1.155235","1.155445","1.15523","277"
"2021-11-05 15:49:00","1.155225","1.155345","1.155355","1.155215","280"
"2021-11-05 15:50:00","1.15529","1.155225","1.155305","1.155105","293"
"2021-11-05 15:51:00","1.15544","1.15529","1.15544","1.15524","307"
"2021-11-05 15:52:00","1.15544","1.155435","1.155625","1.15542","295"
"2021-11-05 15:53:00","1.155015","1.155435","1.15547","1.154985","337"
"2021-11-05 15:54:00","1.1551","1.155025","1.15518","1.154995","293"
"2021-11-05 15:55:00","1.15516","1.155095","1.15519","1.15508","251"
"2021-11-05 15:56:00","1.155265","1.15517","1.15534","1.15516","273"
"2021-11-05 15:57:00","1.15491","1.155255","1.155305","1.154885","338"
"2021-11-05 15:58:00","1.154775","1.154885","1.15505","1.15472","273"
"2021-11-05 15:59:00","1.154915","1.154775","1.15494","1.15475","284"
"2021-11-05 16:00:00","1.15482","1.154915","1.15494","1.154785","283"
"2021-11-05 16:01:00","1.15468","1.154805","1.154885","1.15468","260"
"2021-11-05 16:02:00","1.154845","1.15468","1.15489","1.15466","276"
"2021-11-05 16:03:00","1.154725","1.15485","1.15494","1.154725","317"
"2021-11-05 16:04:00","1.15456","1.15472","1.15472","1.15455","286"
"2021-11-05 16:05:00","1.15464","1.154575","1.154715","1.15457","273"
"2021-11-05 16:06:00","1.15458","1.15463","1.154675","1.154545","287"
"2021-11-05 16:07:00","1.15447","1.15461","1.15465","1.15431","330"
"2021-11-05 16:08:00","1.15441","1.154475","1.154495","1.15434","259"
"2021-11-05 16:09:00","1.15431","1.154405","1.154455","1.154305","330"
"2021-11-05 16:10:00","1.154335","1.15431","1.1544","1.15429","277"
"2021-11-05 16:11:00","1.154325","1.154335","1.154415","1.154285","303"
"2021-11-05 16:12:00","1.154195","1.15432","1.15436","1.154125","304"
"2021-11-05 16:13:00","1.15443","1.154185","1.154435","1.154165","281"
"2021-11-05 16:14:00","1.15436","1.15444","1.154615","1.15435","291"
"2021-11-05 16:15:00","1.154265","1.15436","1.154385","1.15425","286"
"2021-11-05 16:16:00","1.154295","1.154275","1.15442","1.15426","327"
"2021-11-05 16:17:00","1.154225","1.15429","1.154305","1.154135","270"
"2021-11-05 16:18:00","1.15432","1.154225","1.154345","1.154175","331"
"2021-11-05 16:19:00","1.154365","1.1543","1.15446","1.154285","318"
"2021-11-05 16:20:00","1.15436","1.15436","1.15444","1.15433","294"
"2021-11-05 16:21:00","1.154335","1.15437","1.154405","1.15423","290"
"2021-11-05 16:22:00","1.15454","1.154345","1.15454","1.154315","285"
"2021-11-05 16:23:00","1.15463","1.154505","1.1547","1.15448","369"
"2021-11-05 16:24:00","1.1545","1.154625","1.154775","1.1545","317"
"2021-11-05 16:25:00","1.15433","1.154505","1.15454","1.1543","282"
"2021-11-05 16:26:00","1.15432","1.154325","1.15446","1.15426","289"
"2021-11-05 16:27:00","1.154045","1.15434","1.154365","1.153965","279"
"2021-11-05 16:28:00","1.154155","1.154035","1.154355","1.154035","307"
"2021-11-05 16:29:00","1.15399","1.154155","1.154165","1.15397","321"
"2021-11-05 16:30:00","1.15401","1.153975","1.154145","1.153945","282"
"2021-11-05 16:31:00","1.154125","1.154005","1.15413","1.15396","273"
"2021-11-05 16:32:00","1.154205","1.15413","1.154235","1.15405","258"
"2021-11-05 16:33:00","1.154335","1.154205","1.154335","1.1542","278"
"2021-11-05 16:34:00","1.154235","1.154315","1.15437","1.15417","270"
"2021-11-05 16:35:00","1.154105","1.154245","1.15426","1.154085","289"
"2021-11-05 16:36:00","1.154095","1.154115","1.15423","1.15407","240"
"2021-11-05 16:37:00","1.154135","1.154095","1.1542","1.154055","268"
"2021-11-05 16:38:00","1.154205","1.15414","1.154215","1.15411","265"
"2021-11-05 16:39:00","1.154225","1.1542","1.154315","1.154175","269"
"2021-11-05 16:40:00","1.154295","1.154225","1.15435","1.154215","284"
"2021-11-05 16:41:00","1.15421","1.15429","1.15439","1.15419","278"
"2021-11-05 16:42:00","1.154335","1.1542","1.15436","1.154155","300"
"2021-11-05 16:43:00","1.15438","1.154335","1.154385","1.15427","279"
"2021-11-05 16:44:00","1.154355","1.154375","1.154435","1.15434","284"
"2021-11-05 16:45:00","1.154225","1.15436","1.15442","1.15421","297"
"2021-11-05 16:46:00","1.1542","1.15423","1.154255","1.15409","255"
"2021-11-05 16:47:00","1.15423","1.154205","1.15426","1.15416","269"
"2021-11-05 16:48:00","1.154195","1.15424","1.154255","1.154075","271"
"2021-11-05 16:49:00","1.154245","1.154195","1.154335","1.154175","281"
"2021-11-05 16:50:00","1.15431","1.15424","1.15432","1.154175","262"
"2021-11-05 16:51:00","1.15431","1.154305","1.154315","1.154265","246"
"2021-11-05 16:52:00","1.154285","1.1543","1.15439","1.154275","262"
"2021-11-05 16:53:00","1.154285","1.154275","1.154385","1.15423","276"
"2021-11-05 16:54:00","1.15415","1.15428","1.15428","1.154125","259"
"2021-11-05 16:55:00","1.15436","1.15416","1.15436","1.154125","275"
"2021-11-05 16:56:00","1.154315","1.154365","1.154475","1.154305","276"
"2021-11-05 16:57:00","1.1543","1.154305","1.154335","1.154255","257"
"2021-11-05 16:58:00","1.15432","1.15431","1.15435","1.154295","267"
"2021-11-05 16:59:00","1.154245","1.154315","1.154335","1.15419","281"
"2021-11-05 17:00:00","1.154125","1.15425","1.15427","1.154105","256"
"2021-11-05 17:01:00","1.15399","1.154115","1.154205","1.15397","282"
"2021-11-05 17:02:00","1.15389","1.153995","1.154105","1.15387","309"
"2021-11-05 17:03:00","1.15391","1.15388","1.15398","1.15386","271"
"2021-11-05 17:04:00","1.15385","1.153905","1.15395","1.15384","247"
"2021-11-05 17:05:00","1.15373","1.153845","1.153845","1.15372","281"
"2021-11-05 17:06:00","1.15367","1.15372","1.153765","1.15355","308"
"2021-11-05 17:07:00","1.15353","1.15367","1.153705","1.15352","276"
"2021-11-05 17:08:00","1.153575","1.15352","1.153595","1.15338","279"
"2021-11-05 17:09:00","1.15352","1.153585","1.153605","1.15351","247"
"2021-11-05 17:10:00","1.153755","1.153515","1.153755","1.15348","295"
"2021-11-05 17:11:00","1.153705","1.15375","1.153775","1.15367","236"
"2021-11-05 17:12:00","1.15374","1.153705","1.15376","1.153665","252"
"2021-11-05 17:13:00","1.15375","1.153745","1.153785","1.15364","271"
"2021-11-05 17:14:00","1.153795","1.153765","1.153835","1.1537","240"
"2021-11-05 17:15:00","1.1539","1.15379","1.1539","1.153785","269"
"2021-11-05 17:16:00","1.153855","1.15389","1.15396","1.15377","277"
"2021-11-05 17:17:00","1.15394","1.153865","1.154025","1.153865","252"
"2021-11-05 17:18:00","1.15401","1.15394","1.154035","1.153895","288"
"2021-11-05 17:19:00","1.154005","1.154015","1.154095","1.153965","262"
"2021-11-05 17:20:00","1.15402","1.153995","1.15408","1.15397","255"
"2021-11-05 17:21:00","1.15397","1.15402","1.154025","1.153925","245"
"2021-11-05 17:22:00","1.153855","1.153965","1.15398","1.153795","246"
"2021-11-05 17:23:00","1.15372","1.153855","1.153875","1.15366","305"
"2021-11-05 17:24:00","1.153555","1.153715","1.15372","1.15352","257"
"2021-11-05 17:25:00","1.153535","1.15355","1.153665","1.15351","294"
"2021-11-05 17:26:00","1.153595","1.15354","1.15367","1.15354","290"
"2021-11-05 17:27:00","1.15354","1.1536","1.1536","1.153505","239"
"2021-11-05 17:28:00","1.153455","1.15355","1.153615","1.15342","233"
"2021-11-05 17:29:00","1.15351","1.15345","1.153535","1.15341","297"
"2021-11-05 17:30:00","1.15336","1.15351","1.15352","1.153295","294"
"2021-11-05 17:31:00","1.1533","1.153345","1.153365","1.15326","278"
"2021-11-05 17:32:00","1.15334","1.15329","1.15337","1.153275","244"
"2021-11-05 17:33:00","1.153365","1.15335","1.15337","1.15324","284"
"2021-11-05 17:34:00","1.15327","1.153355","1.153355","1.15325","266"
"2021-11-05 17:35:00","1.153375","1.15328","1.15341","1.15327","272"
"2021-11-05 17:36:00","1.15333","1.153365","1.153365","1.153245","277"
"2021-11-05 17:37:00","1.153335","1.15334","1.153375","1.15329","253"
"2021-11-05 17:38:00","1.1534","1.15333","1.15343","1.1533","249"
"2021-11-05 17:39:00","1.153585","1.153395","1.15361","1.15339","291"
"2021-11-05 17:40:00","1.15371","1.153585","1.15372","1.153585","246"
"2021-11-05 17:41:00","1.153505","1.15371","1.15371","1.153475","272"
"2021-11-05 17:42:00","1.153275","1.153495","1.15351","1.153235","277"
"2021-11-05 17:43:00","1.15318","1.15327","1.1533","1.15316","264"
"2021-11-05 17:44:00","1.15326","1.15318","1.153345","1.153175","268"
"2021-11-05 17:45:00","1.153345","1.15325","1.15335","1.153245","274"
"2021-11-05 17:46:00","1.15337","1.15335","1.153385","1.153265","259"
"2021-11-05 17:47:00","1.153355","1.153365","1.153425","1.15333","261"
"2021-11-05 17:48:00","1.1532","1.15335","1.153355","1.15318","262"
"2021-11-05 17:49:00","1.15321","1.15319","1.15327","1.153175","258"
"2021-11-05 17:50:00","1.15336","1.1532","1.153375","1.1532","275"
"2021-11-05 17:51:00","1.153465","1.15336","1.153555","1.15327","291"
"2021-11-05 17:52:00","1.15346","1.153465","1.153495","1.153375","282"
"2021-11-05 17:53:00","1.153345","1.153445","1.15352","1.15333","261"
"2021-11-05 17:54:00","1.153435","1.15335","1.15347","1.153345","253"
"2021-11-05 17:55:00","1.15348","1.153425","1.153515","1.153405","247"
"2021-11-05 17:56:00","1.15355","1.15348","1.15359","1.15346","284"
"2021-11-05 17:57:00","1.15345","1.153575","1.15359","1.15339","253"
"2021-11-05 17:58:00","1.15361","1.15344","1.15362","1.15343","298"
"2021-11-05 17:59:00","1.1536","1.153605","1.153635","1.153525","248"
"2021-11-05 18:00:00","1.15363","1.15362","1.153725","1.15352","285"
"2021-11-05 18:01:00","1.153625","1.153625","1.153645","1.153535","283"
"2021-11-05 18:02:00","1.15361","1.15362","1.153725","1.153595","258"
"2021-11-05 18:03:00","1.15344","1.153605","1.153615","1.153365","307"
"2021-11-05 18:04:00","1.15349","1.153445","1.153555","1.153425","285"
"2021-11-05 18:05:00","1.15364","1.15349","1.153655","1.153455","261"
"2021-11-05 18:06:00","1.153775","1.15364","1.15379","1.153635","276"
"2021-11-05 18:07:00","1.153705","1.15377","1.153775","1.15368","253"
"2021-11-05 18:08:00","1.153475","1.153695","1.15371","1.15345","279"
"2021-11-05 18:09:00","1.15349","1.153475","1.15354","1.15342","260"
"2021-11-05 18:10:00","1.15353","1.15349","1.153635","1.153475","273"
"2021-11-05 18:11:00","1.153295","1.15353","1.15357","1.153295","288"
"2021-11-05 18:12:00","1.15323","1.15329","1.15332","1.153195","262"
"2021-11-05 18:13:00","1.153175","1.153235","1.15326","1.153135","262"
"2021-11-05 18:14:00","1.15318","1.15315","1.15325","1.153135","288"
"2021-11-05 18:15:00","1.15324","1.1532","1.15328","1.153135","263"
"2021-11-05 18:16:00","1.15322","1.153235","1.15325","1.15313","268"
"2021-11-05 18:17:00","1.153405","1.153215","1.15343","1.153125","268"
"2021-11-05 18:18:00","1.15324","1.153415","1.15344","1.153185","306"
"2021-11-05 18:19:00","1.153285","1.15325","1.153305","1.153175","275"
"2021-11-05 18:20:00","1.153165","1.15329","1.15329","1.15312","291"
"2021-11-05 18:21:00","1.15315","1.153165","1.15321","1.15308","276"
"2021-11-05 18:22:00","1.153225","1.153135","1.15331","1.15308","299"
"2021-11-05 18:23:00","1.1533","1.153225","1.15337","1.15322","283"
"2021-11-05 18:24:00","1.153265","1.153295","1.153325","1.153135","270"
"2021-11-05 18:25:00","1.15324","1.153255","1.15332","1.15322","248"
"2021-11-05 18:26:00","1.153275","1.15324","1.153385","1.15323","295"
"2021-11-05 18:27:00","1.153305","1.15327","1.15333","1.153215","266"
"2021-11-05 18:28:00","1.15323","1.153305","1.153325","1.1532","273"
"2021-11-05 18:29:00","1.15332","1.153225","1.153355","1.153225","278"
"2021-11-05 18:30:00","1.153185","1.15332","1.15332","1.15316","244"
"2021-11-05 18:31:00","1.15326","1.153185","1.153295","1.153165","242"
"2021-11-05 18:32:00","1.15311","1.15326","1.15328","1.153095","276"
"2021-11-05 18:33:00","1.153015","1.153105","1.15312","1.153015","276"
"2021-11-05 18:34:00","1.153105","1.153","1.15321","1.153","272"
"2021-11-05 18:35:00","1.15334","1.153095","1.15334","1.153095","330"
"2021-11-05 18:36:00","1.153415","1.15334","1.15345","1.153305","301"
"2021-11-05 18:37:00","1.153455","1.153415","1.153475","1.15339","288"
"2021-11-05 18:38:00","1.153355","1.15346","1.153465","1.1533","276"
"2021-11-05 18:39:00","1.153365","1.153355","1.153375","1.15327","254"
"2021-11-05 18:40:00","1.15326","1.15336","1.1534","1.153225","259"
"2021-11-05 18:41:00","1.15345","1.153255","1.15351","1.153245","265"
"2021-11-05 18:42:00","1.153245","1.153445","1.153465","1.15319","292"
"2021-11-05 18:43:00","1.153185","1.153245","1.15333","1.153155","283"
"2021-11-05 18:44:00","1.15331","1.153185","1.15335","1.15314","291"
"2021-11-05 18:45:00","1.1533","1.15333","1.15337","1.15327","264"
"2021-11-05 18:46:00","1.153295","1.1533","1.15333","1.15326","239"
"2021-11-05 18:47:00","1.153285","1.15328","1.15334","1.153255","256"
"2021-11-05 18:48:00","1.15322","1.153285","1.153335","1.15316","258"
"2021-11-05 18:49:00","1.153445","1.15321","1.153465","1.15319","280"
"2021-11-05 18:50:00","1.153345","1.153415","1.15342","1.15333","300"
"2021-11-05 18:51:00","1.153425","1.15333","1.153425","1.15331","290"
"2021-11-05 18:52:00","1.153315","1.15344","1.15345","1.15327","266"
"2021-11-05 18:53:00","1.153165","1.15332","1.15344","1.153155","291"
"2021-11-05 18:54:00","1.15332","1.15318","1.153345","1.153145","291"
"2021-11-05 18:55:00","1.15324","1.153315","1.153355","1.153235","272"
"2021-11-05 18:56:00","1.15319","1.15324","1.15329","1.15316","295"
"2021-11-05 18:57:00","1.15322","1.153195","1.153265","1.153165","265"
"2021-11-05 18:58:00","1.15335","1.153215","1.15342","1.153215","270"
"2021-11-05 18:59:00","1.153375","1.153355","1.15338","1.153255","268"
"2021-11-05 19:00:00","1.153235","1.153375","1.153405","1.15315","292"
